id,name,base_experience,height,weight,types,abilities,moves,stats
433,chingling,57,2,6,psychic,levitate,"bind, tackle, wrap, double-edge, growl","hp=45, attack=30, defense=50, special-attack=65, special-defense=50, speed=45"
434,stunky,66,4,192,"poison, dark","stench, aftermath, keen-eye","scratch, cut, headbutt, tackle, body-slam","hp=63, attack=63, defense=47, special-attack=41, special-defense=41, speed=74"
435,skuntank,168,10,380,"poison, dark","stench, aftermath, keen-eye","scratch, cut, headbutt, tackle, body-slam","hp=103, attack=93, defense=67, special-attack=71, special-defense=61, speed=84"
436,bronzor,60,5,605,"steel, psychic","levitate, heatproof, heavy-metal","tackle, body-slam, take-down, solar-beam, earthquake","hp=57, attack=24, defense=86, special-attack=24, special-defense=86, speed=23"
437,bronzong,175,13,1870,"steel, psychic","levitate, heatproof, heavy-metal","tackle, body-slam, take-down, psybeam, hyper-beam","hp=67, attack=89, defense=116, special-attack=79, special-defense=116, speed=33"
438,bonsly,58,5,150,rock,"sturdy, rock-head, rattled","slam, headbutt, tackle, body-slam, take-down","hp=50, attack=80, defense=95, special-attack=10, special-defense=45, speed=10"
439,mime-jr,62,6,130,"psychic, fairy","soundproof, filter, technician","pound, double-slap, headbutt, psybeam, solar-beam","hp=20, attack=25, defense=45, special-attack=70, special-defense=90, speed=60"
440,happiny,110,6,244,normal,"natural-cure, serene-grace, friend-guard","pound, headbutt, tackle, take-down, double-edge","hp=100, attack=5, defense=5, special-attack=15, special-defense=65, speed=30"
441,chatot,144,5,19,"normal, flying","keen-eye, tangled-feet, big-pecks","gust, fly, fury-attack, growl, sing","hp=76, attack=65, defense=45, special-attack=92, special-defense=42, speed=91"
442,spiritomb,170,10,1080,"ghost, dark","pressure, infiltrator","body-slam, disable, psybeam, hyper-beam, toxic","hp=50, attack=92, defense=108, special-attack=92, special-defense=108, speed=35"
443,gible,60,7,205,"dragon, ground","sand-veil, rough-skin","swords-dance, cut, sand-attack, headbutt, tackle","hp=58, attack=70, defense=45, special-attack=40, special-defense=45, speed=42"
444,gabite,144,14,560,"dragon, ground","sand-veil, rough-skin","swords-dance, cut, sand-attack, headbutt, tackle","hp=68, attack=90, defense=65, special-attack=50, special-defense=55, speed=82"
445,garchomp,270,19,950,"dragon, ground","sand-veil, rough-skin","swords-dance, cut, sand-attack, headbutt, tackle","hp=108, attack=130, defense=95, special-attack=80, special-defense=85, speed=102"
446,munchlax,78,6,1050,normal,"pickup, thick-fat, gluttony","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch","hp=135, attack=85, defense=40, special-attack=40, special-defense=85, speed=5"
447,riolu,57,7,202,fighting,"steadfast, inner-focus, prankster","mega-punch, ice-punch, thunder-punch, swords-dance, mega-kick","hp=40, attack=70, defense=40, special-attack=35, special-defense=40, speed=60"
448,lucario,184,12,540,"fighting, steel","steadfast, inner-focus, justified","mega-punch, ice-punch, thunder-punch, swords-dance, mega-kick","hp=70, attack=110, defense=70, special-attack=115, special-defense=70, speed=90"
449,hippopotas,66,8,495,ground,"sand-stream, sand-force","whirlwind, sand-attack, headbutt, tackle, body-slam","hp=68, attack=72, defense=78, special-attack=38, special-defense=42, speed=32"
450,hippowdon,184,20,3000,ground,"sand-stream, sand-force","sand-attack, headbutt, tackle, body-slam, take-down","hp=108, attack=112, defense=118, special-attack=68, special-defense=72, speed=47"
451,skorupi,66,8,120,"poison, bug","battle-armor, sniper, keen-eye","swords-dance, cut, whirlwind, sand-attack, headbutt","hp=40, attack=50, defense=90, special-attack=30, special-defense=55, speed=65"
452,drapion,175,13,615,"poison, dark","battle-armor, sniper, keen-eye","swords-dance, cut, headbutt, poison-sting, pin-missile","hp=70, attack=90, defense=110, special-attack=60, special-defense=75, speed=95"
453,croagunk,60,7,230,"poison, fighting","anticipation, dry-skin, poison-touch","mega-punch, ice-punch, thunder-punch, mega-kick, headbutt","hp=48, attack=61, defense=40, special-attack=61, special-defense=40, speed=50"
454,toxicroak,172,13,444,"poison, fighting","anticipation, dry-skin, poison-touch","mega-punch, ice-punch, thunder-punch, swords-dance, cut","hp=83, attack=106, defense=65, special-attack=86, special-defense=65, speed=85"
455,carnivine,159,14,270,grass,levitate,"swords-dance, cut, bind, slam, vine-whip","hp=74, attack=100, defense=72, special-attack=90, special-defense=72, speed=46"
456,finneon,66,4,70,water,"swift-swim, storm-drain, water-veil","pound, gust, take-down, water-gun, hydro-pump","hp=49, attack=49, defense=56, special-attack=49, special-defense=61, speed=66"
457,lumineon,161,12,240,water,"swift-swim, storm-drain, water-veil","pound, gust, take-down, water-gun, hydro-pump","hp=69, attack=69, defense=76, special-attack=69, special-defense=86, speed=91"
458,mantyke,69,10,650,"water, flying","swift-swim, water-absorb, water-veil","wing-attack, slam, headbutt, tackle, take-down","hp=45, attack=20, defense=50, special-attack=60, special-defense=120, speed=50"
459,snover,67,10,505,"grass, ice","snow-warning, soundproof","mega-punch, ice-punch, swords-dance, stomp, headbutt","hp=60, attack=62, defense=50, special-attack=62, special-defense=60, speed=40"
460,abomasnow,173,22,1355,"grass, ice","snow-warning, soundproof","mega-punch, ice-punch, swords-dance, mega-kick, headbutt","hp=90, attack=92, defense=75, special-attack=92, special-defense=85, speed=60"
461,weavile,179,11,340,"dark, ice","pressure, pickpocket","mega-punch, ice-punch, scratch, swords-dance, cut","hp=70, attack=120, defense=65, special-attack=45, special-defense=85, speed=125"
462,magnezone,241,12,1800,"electric, steel","magnet-pull, sturdy, analytic","tackle, body-slam, take-down, double-edge, supersonic","hp=70, attack=70, defense=115, special-attack=130, special-defense=90, speed=60"
463,lickilicky,180,17,1400,normal,"own-tempo, oblivious, cloud-nine","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance","hp=110, attack=85, defense=95, special-attack=80, special-defense=95, speed=50"
464,rhyperior,241,24,2828,"ground, rock","lightning-rod, solid-rock, reckless","mega-punch, pay-day, fire-punch, ice-punch, thunder-punch","hp=115, attack=140, defense=130, special-attack=55, special-defense=55, speed=40"
465,tangrowth,187,20,1286,grass,"chlorophyll, leaf-guard, regenerator","swords-dance, cut, bind, slam, vine-whip","hp=100, attack=100, defense=125, special-attack=110, special-defense=50, speed=50"
466,electivire,243,18,1386,electric,"motor-drive, vital-spirit","mega-punch, fire-punch, ice-punch, thunder-punch, mega-kick","hp=75, attack=123, defense=67, special-attack=95, special-defense=85, speed=95"
467,magmortar,243,16,680,fire,"flame-body, vital-spirit","mega-punch, fire-punch, thunder-punch, mega-kick, headbutt","hp=75, attack=95, defense=67, special-attack=125, special-defense=95, speed=83"
468,togekiss,245,15,380,"fairy, flying","hustle, serene-grace, super-luck","pound, mega-punch, fly, mega-kick, headbutt","hp=85, attack=50, defense=95, special-attack=120, special-defense=115, speed=80"
469,yanmega,180,19,515,"bug, flying","speed-boost, tinted-lens, frisk","swords-dance, gust, wing-attack, whirlwind, headbutt","hp=86, attack=76, defense=86, special-attack=116, special-defense=56, speed=95"
470,leafeon,184,10,255,grass,"leaf-guard, chlorophyll","pay-day, swords-dance, sand-attack, headbutt, tackle","hp=65, attack=110, defense=130, special-attack=60, special-defense=65, speed=95"
471,glaceon,184,8,259,ice,"snow-cloak, ice-body","pay-day, sand-attack, headbutt, tackle, body-slam","hp=65, attack=60, defense=110, special-attack=130, special-defense=95, speed=65"
472,gliscor,179,20,425,"ground, flying","hyper-cutter, sand-veil, poison-heal","guillotine, swords-dance, cut, wing-attack, sand-attack","hp=75, attack=95, defense=125, special-attack=45, special-defense=75, speed=95"
473,mamoswine,239,25,2910,"ice, ground","oblivious, snow-cloak, thick-fat","headbutt, fury-attack, tackle, body-slam, take-down","hp=110, attack=130, defense=80, special-attack=70, special-defense=60, speed=80"
474,porygon-z,241,9,340,normal,"adaptability, download, analytic","tackle, take-down, double-edge, ice-beam, blizzard","hp=85, attack=80, defense=70, special-attack=135, special-defense=75, speed=90"
475,gallade,233,16,520,"psychic, fighting","steadfast, sharpness, justified","mega-punch, fire-punch, ice-punch, thunder-punch, swords-dance","hp=68, attack=125, defense=65, special-attack=65, special-defense=115, speed=80"
476,probopass,184,14,3400,"rock, steel","sturdy, magnet-pull, sand-force","fire-punch, ice-punch, thunder-punch, headbutt, tackle","hp=60, attack=55, defense=145, special-attack=75, special-defense=150, speed=40"
477,dusknoir,236,22,1066,ghost,"pressure, frisk","mega-punch, fire-punch, ice-punch, thunder-punch, bind","hp=45, attack=100, defense=135, special-attack=65, special-defense=135, speed=45"
478,froslass,168,13,266,"ice, ghost","snow-cloak, cursed-body","ice-punch, headbutt, body-slam, take-down, leer","hp=70, attack=80, defense=70, special-attack=80, special-defense=70, speed=110"
479,rotom,154,3,3,"electric, ghost",levitate,"thunder-shock, thunderbolt, thunder-wave, thunder, toxic","hp=50, attack=50, defense=77, special-attack=95, special-defense=77, speed=91"
480,uxie,261,3,3,psychic,levitate,"fire-punch, ice-punch, thunder-punch, headbutt, psybeam","hp=75, attack=75, defense=130, special-attack=75, special-defense=130, speed=95"
481,mesprit,261,3,3,psychic,levitate,"fire-punch, ice-punch, thunder-punch, headbutt, double-edge","hp=80, attack=105, defense=105, special-attack=105, special-defense=105, speed=80"
482,azelf,261,3,3,psychic,levitate,"fire-punch, ice-punch, thunder-punch, headbutt, double-edge","hp=75, attack=125, defense=70, special-attack=125, special-defense=70, speed=115"
483,dialga,306,54,6830,"steel, dragon","pressure, telepathy","cut, headbutt, body-slam, take-down, roar","hp=100, attack=120, defense=120, special-attack=150, special-defense=100, speed=90"
484,palkia,306,42,3360,"water, dragon","pressure, telepathy","cut, headbutt, body-slam, take-down, roar","hp=90, attack=120, defense=100, special-attack=150, special-defense=120, speed=100"
485,heatran,270,17,4300,"fire, steel","flash-fire, flame-body","headbutt, body-slam, take-down, leer, roar","hp=91, attack=90, defense=106, special-attack=130, special-defense=106, speed=77"
486,regigigas,302,37,4200,normal,slow-start,"pound, mega-punch, fire-punch, ice-punch, thunder-punch","hp=110, attack=160, defense=110, special-attack=80, special-defense=110, speed=100"
487,giratina-altered,306,45,7500,"ghost, dragon","pressure, telepathy","cut, fly, headbutt, body-slam, take-down","hp=150, attack=100, defense=120, special-attack=100, special-defense=120, speed=90"
488,cresselia,270,15,856,psychic,levitate,"tackle, body-slam, mist, ice-beam, psybeam","hp=120, attack=70, defense=110, special-attack=75, special-defense=120, speed=85"
489,phione,216,4,31,water,hydration,"supersonic, water-gun, hydro-pump, surf, ice-beam","hp=80, attack=80, defense=80, special-attack=80, special-defense=80, speed=80"
490,manaphy,270,3,14,water,hydration,"supersonic, water-gun, hydro-pump, surf, ice-beam","hp=100, attack=100, defense=100, special-attack=100, special-defense=100, speed=100"
491,darkrai,270,15,505,dark,bad-dreams,"swords-dance, cut, headbutt, disable, ice-beam","hp=70, attack=90, defense=90, special-attack=135, special-defense=90, speed=125"
492,shaymin-land,270,2,21,grass,natural-cure,"swords-dance, headbutt, take-down, double-edge, hyper-beam","hp=100, attack=100, defense=100, special-attack=100, special-defense=100, speed=100"
493,arceus-normal,324,32,3200,normal,multitype,"swords-dance, cut, fly, headbutt, body-slam","hp=120, attack=120, defense=120, special-attack=120, special-defense=120, speed=120"
494,victini,270,4,40,"psychic, fire",victory-star,"mega-punch, fire-punch, thunder-punch, mega-kick, headbutt","hp=100, attack=100, defense=100, special-attack=100, special-defense=100, speed=100"
495,snivy,62,6,81,grass,"overgrow, contrary","swords-dance, cut, bind, slam, vine-whip","hp=45, attack=45, defense=55, special-attack=45, special-defense=55, speed=63"
496,servine,145,8,160,grass,"overgrow, contrary","swords-dance, cut, bind, slam, vine-whip","hp=60, attack=60, defense=75, special-attack=60, special-defense=75, speed=83"
497,serperior,238,33,630,grass,"overgrow, contrary","swords-dance, cut, bind, slam, vine-whip","hp=75, attack=75, defense=95, special-attack=75, special-defense=95, speed=113"
498,tepig,62,5,99,fire,"blaze, thick-fat","fire-punch, tackle, body-slam, take-down, thrash","hp=65, attack=63, defense=45, special-attack=45, special-defense=45, speed=45"
499,pignite,146,10,555,"fire, fighting","blaze, thick-fat","fire-punch, thunder-punch, tackle, body-slam, take-down","hp=90, attack=93, defense=55, special-attack=70, special-defense=55, speed=55"
500,emboar,238,16,1500,"fire, fighting","blaze, reckless","fire-punch, thunder-punch, tackle, body-slam, take-down","hp=110, attack=123, defense=65, special-attack=100, special-defense=65, speed=65"
501,oshawott,62,5,59,water,"torrent, shell-armor","swords-dance, cut, tackle, take-down, tail-whip","hp=55, attack=55, defense=45, special-attack=63, special-defense=45, speed=45"
502,dewott,145,8,245,water,"torrent, shell-armor","swords-dance, cut, tackle, take-down, tail-whip","hp=75, attack=75, defense=60, special-attack=83, special-defense=60, speed=60"
503,samurott,238,15,946,water,"torrent, shell-armor","swords-dance, cut, tackle, body-slam, take-down","hp=95, attack=100, defense=85, special-attack=108, special-defense=70, speed=70"
504,patrat,51,5,116,normal,"run-away, keen-eye, analytic","swords-dance, cut, slam, sand-attack, tackle","hp=45, attack=55, defense=39, special-attack=35, special-defense=39, speed=42"
505,watchog,147,11,270,normal,"illuminate, keen-eye, analytic","fire-punch, ice-punch, thunder-punch, swords-dance, cut","hp=60, attack=85, defense=69, special-attack=60, special-defense=69, speed=77"
506,lillipup,55,4,41,normal,"vital-spirit, pickup, run-away","sand-attack, tackle, take-down, leer, bite","hp=45, attack=60, defense=45, special-attack=25, special-defense=45, speed=55"
507,herdier,130,9,147,normal,"intimidate, sand-rush, scrappy","tackle, take-down, leer, bite, roar","hp=65, attack=80, defense=65, special-attack=35, special-defense=65, speed=60"
508,stoutland,225,12,610,normal,"intimidate, sand-rush, scrappy","tackle, take-down, leer, bite, roar","hp=85, attack=110, defense=90, special-attack=45, special-defense=90, speed=80"
